2025-05-30 21:12:42,503 - GameLogger - INFO - Gemini API 키가 성공적으로 설정되었어요! 냐옹! 🚀
2025-05-30 21:12:46,771 - GameLogger - INFO - 프로빈스 1 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,159 - GameLogger - INFO - 프로빈스 227 생성: 타일 3개, 인구 53,000, GDP 87,200
2025-05-30 21:12:47,160 - GameLogger - INFO - 프로빈스 228 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,162 - GameLogger - INFO - 프로빈스 229 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,163 - GameLogger - INFO - 프로빈스 230 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,165 - GameLogger - INFO - 프로빈스 231 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,167 - GameLogger - INFO - 프로빈스 232 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,168 - GameLogger - INFO - 프로빈스 233 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,170 - GameLogger - INFO - 프로빈스 234 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,172 - GameLogger - INFO - 프로빈스 235 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,174 - GameLogger - INFO - 프로빈스 236 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,175 - GameLogger - INFO - 프로빈스 237 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,177 - GameLogger - INFO - 프로빈스 238 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,179 - GameLogger - INFO - 프로빈스 239 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,179 - GameLogger - INFO - 프로빈스 240 생성: 타일 3개, 인구 53,000, GDP 87,200
2025-05-30 21:12:47,180 - GameLogger - INFO - 프로빈스 241 생성: 타일 43개, 인구 93,000, GDP 183,200
2025-05-30 21:12:47,180 - GameLogger - INFO - 프로빈스 242 생성: 타일 2개, 인구 52,000, GDP 84,800
2025-05-30 21:12:47,181 - GameLogger - INFO - 프로빈스 243 생성: 타일 26개, 인구 76,000, GDP 142,400
2025-05-30 21:12:47,183 - GameLogger - INFO - 프로빈스 244 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,184 - GameLogger - INFO - 프로빈스 245 생성: 타일 62개, 인구 112,000, GDP 228,800
2025-05-30 21:12:47,186 - GameLogger - INFO - 프로빈스 246 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,187 - GameLogger - INFO - 프로빈스 247 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,190 - GameLogger - INFO - 프로빈스 248 생성: 타일 198개, 인구 248,000, GDP 555,200
2025-05-30 21:12:47,191 - GameLogger - INFO - 프로빈스 249 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,193 - GameLogger - INFO - 프로빈스 250 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,195 - GameLogger - INFO - 프로빈스 251 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,196 - GameLogger - INFO - 프로빈스 252 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,196 - GameLogger - INFO - 프로빈스 253 생성: 타일 8개, 인구 57,999, GDP 99,200
2025-05-30 21:12:47,198 - GameLogger - INFO - 프로빈스 254 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,200 - GameLogger - INFO - 프로빈스 255 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,202 - GameLogger - INFO - 프로빈스 256 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,202 - GameLogger - INFO - 프로빈스 257 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,203 - GameLogger - INFO - 프로빈스 258 생성: 타일 10개, 인구 60,000, GDP 104,000
2025-05-30 21:12:47,205 - GameLogger - INFO - 프로빈스 259 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,206 - GameLogger - INFO - 프로빈스 260 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,209 - GameLogger - INFO - 프로빈스 261 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,209 - GameLogger - INFO - 프로빈스 262 생성: 타일 4개, 인구 54,000, GDP 89,600
2025-05-30 21:12:47,211 - GameLogger - INFO - 프로빈스 263 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,212 - GameLogger - INFO - 프로빈스 264 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,213 - GameLogger - INFO - 프로빈스 265 생성: 타일 3개, 인구 53,000, GDP 87,200
2025-05-30 21:12:47,214 - GameLogger - INFO - 프로빈스 266 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,216 - GameLogger - INFO - 프로빈스 267 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,217 - GameLogger - INFO - 프로빈스 268 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,218 - GameLogger - INFO - 프로빈스 269 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,219 - GameLogger - INFO - 프로빈스 270 생성: 타일 13개, 인구 63,000, GDP 111,200
2025-05-30 21:12:47,221 - GameLogger - INFO - 프로빈스 271 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,223 - GameLogger - INFO - 프로빈스 272 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,223 - GameLogger - INFO - 프로빈스 273 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,225 - GameLogger - INFO - 프로빈스 274 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,226 - GameLogger - INFO - 프로빈스 275 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,228 - GameLogger - INFO - 프로빈스 276 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,229 - GameLogger - INFO - 프로빈스 277 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,231 - GameLogger - INFO - 프로빈스 278 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,232 - GameLogger - INFO - 프로빈스 279 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,234 - GameLogger - INFO - 프로빈스 280 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,236 - GameLogger - INFO - 프로빈스 281 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,237 - GameLogger - INFO - 프로빈스 282 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,239 - GameLogger - INFO - 프로빈스 283 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,240 - GameLogger - INFO - 프로빈스 284 생성: 타일 42개, 인구 92,000, GDP 180,799
2025-05-30 21:12:47,242 - GameLogger - INFO - 프로빈스 285 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,243 - GameLogger - INFO - 프로빈스 286 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,244 - GameLogger - INFO - 프로빈스 287 생성: 타일 18개, 인구 68,000, GDP 123,200
2025-05-30 21:12:47,246 - GameLogger - INFO - 프로빈스 288 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,246 - GameLogger - INFO - 프로빈스 289 생성: 타일 5개, 인구 55,000, GDP 92,000
2025-05-30 21:12:47,248 - GameLogger - INFO - 프로빈스 290 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,250 - GameLogger - INFO - 프로빈스 291 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,251 - GameLogger - INFO - 프로빈스 292 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,253 - GameLogger - INFO - 프로빈스 293 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,255 - GameLogger - INFO - 프로빈스 294 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,257 - GameLogger - INFO - 프로빈스 295 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,258 - GameLogger - INFO - 프로빈스 296 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,261 - GameLogger - INFO - 프로빈스 297 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,262 - GameLogger - INFO - 프로빈스 298 생성: 타일 13개, 인구 63,000, GDP 111,200
2025-05-30 21:12:47,263 - GameLogger - INFO - 프로빈스 299 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,265 - GameLogger - INFO - 프로빈스 300 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,267 - GameLogger - INFO - 프로빈스 301 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,270 - GameLogger - INFO - 프로빈스 302 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,271 - GameLogger - INFO - 프로빈스 303 생성: 타일 17개, 인구 67,000, GDP 120,800
2025-05-30 21:12:47,273 - GameLogger - INFO - 프로빈스 304 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,275 - GameLogger - INFO - 프로빈스 305 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,276 - GameLogger - INFO - 프로빈스 306 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,278 - GameLogger - INFO - 프로빈스 307 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,280 - GameLogger - INFO - 프로빈스 308 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,280 - GameLogger - INFO - 프로빈스 309 생성: 타일 10개, 인구 60,000, GDP 104,000
2025-05-30 21:12:47,282 - GameLogger - INFO - 프로빈스 310 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,283 - GameLogger - INFO - 프로빈스 311 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,285 - GameLogger - INFO - 프로빈스 312 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,287 - GameLogger - INFO - 프로빈스 313 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,289 - GameLogger - INFO - 프로빈스 314 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,291 - GameLogger - INFO - 프로빈스 315 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,293 - GameLogger - INFO - 프로빈스 316 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,295 - GameLogger - INFO - 프로빈스 317 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,297 - GameLogger - INFO - 프로빈스 318 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,300 - GameLogger - INFO - 프로빈스 319 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,300 - GameLogger - INFO - 프로빈스 320 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,300 - GameLogger - INFO - 프로빈스 321 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,302 - GameLogger - INFO - 프로빈스 322 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,304 - GameLogger - INFO - 프로빈스 323 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,305 - GameLogger - INFO - 프로빈스 324 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,307 - GameLogger - INFO - 프로빈스 325 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,308 - GameLogger - INFO - 프로빈스 326 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,310 - GameLogger - INFO - 프로빈스 327 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,312 - GameLogger - INFO - 프로빈스 328 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,313 - GameLogger - INFO - 프로빈스 329 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,314 - GameLogger - INFO - 프로빈스 330 생성: 타일 36개, 인구 86,000, GDP 166,400
2025-05-30 21:12:47,316 - GameLogger - INFO - 프로빈스 331 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,318 - GameLogger - INFO - 프로빈스 332 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,320 - GameLogger - INFO - 프로빈스 333 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,321 - GameLogger - INFO - 프로빈스 334 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,322 - GameLogger - INFO - 프로빈스 335 생성: 타일 51개, 인구 101,000, GDP 202,400
2025-05-30 21:12:47,323 - GameLogger - INFO - 프로빈스 336 생성: 타일 11개, 인구 61,000, GDP 106,400
2025-05-30 21:12:47,324 - GameLogger - INFO - 프로빈스 337 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,326 - GameLogger - INFO - 프로빈스 338 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,328 - GameLogger - INFO - 프로빈스 339 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,330 - GameLogger - INFO - 프로빈스 340 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,332 - GameLogger - INFO - 프로빈스 341 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,334 - GameLogger - INFO - 프로빈스 342 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,336 - GameLogger - INFO - 프로빈스 343 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,338 - GameLogger - INFO - 프로빈스 344 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,340 - GameLogger - INFO - 프로빈스 345 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,344 - GameLogger - INFO - 프로빈스 346 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,348 - GameLogger - INFO - 프로빈스 347 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,348 - GameLogger - INFO - 프로빈스 348 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,351 - GameLogger - INFO - 프로빈스 349 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,353 - GameLogger - INFO - 프로빈스 350 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,355 - GameLogger - INFO - 프로빈스 351 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,358 - GameLogger - INFO - 프로빈스 352 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,361 - GameLogger - INFO - 프로빈스 353 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,364 - GameLogger - INFO - 프로빈스 354 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,366 - GameLogger - INFO - 프로빈스 355 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,369 - GameLogger - INFO - 프로빈스 356 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,371 - GameLogger - INFO - 프로빈스 357 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,373 - GameLogger - INFO - 프로빈스 358 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,377 - GameLogger - INFO - 프로빈스 359 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,378 - GameLogger - INFO - 프로빈스 360 생성: 타일 16개, 인구 66,000, GDP 118,400
2025-05-30 21:12:47,380 - GameLogger - INFO - 프로빈스 361 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,380 - GameLogger - INFO - 프로빈스 362 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,383 - GameLogger - INFO - 프로빈스 363 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,384 - GameLogger - INFO - 프로빈스 364 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,387 - GameLogger - INFO - 프로빈스 365 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,388 - GameLogger - INFO - 프로빈스 366 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,390 - GameLogger - INFO - 프로빈스 367 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,392 - GameLogger - INFO - 프로빈스 368 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,394 - GameLogger - INFO - 프로빈스 369 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,396 - GameLogger - INFO - 프로빈스 370 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,397 - GameLogger - INFO - 프로빈스 371 생성: 타일 1개, 인구 51,000, GDP 82,400
2025-05-30 21:12:47,399 - GameLogger - INFO - 프로빈스 372 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,401 - GameLogger - INFO - 프로빈스 373 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,403 - GameLogger - INFO - 프로빈스 374 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,404 - GameLogger - INFO - 프로빈스 375 생성: 타일 20개, 인구 70,000, GDP 128,000
2025-05-30 21:12:47,405 - GameLogger - INFO - 프로빈스 376 생성: 타일 107개, 인구 157,000, GDP 336,800
2025-05-30 21:12:47,407 - GameLogger - INFO - 프로빈스 377 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,409 - GameLogger - INFO - 프로빈스 378 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,411 - GameLogger - INFO - 프로빈스 379 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,412 - GameLogger - INFO - 프로빈스 380 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,414 - GameLogger - INFO - 프로빈스 381 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,415 - GameLogger - INFO - 프로빈스 382 생성: 타일 18개, 인구 68,000, GDP 123,200
2025-05-30 21:12:47,416 - GameLogger - INFO - 프로빈스 383 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,418 - GameLogger - INFO - 프로빈스 384 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,419 - GameLogger - INFO - 프로빈스 385 생성: 타일 24개, 인구 74,000, GDP 137,600
2025-05-30 21:12:47,421 - GameLogger - INFO - 프로빈스 386 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,422 - GameLogger - INFO - 프로빈스 387 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,424 - GameLogger - INFO - 프로빈스 388 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,425 - GameLogger - INFO - 프로빈스 389 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,427 - GameLogger - INFO - 프로빈스 390 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,427 - GameLogger - INFO - 프로빈스 391 생성: 타일 4개, 인구 54,000, GDP 89,600
2025-05-30 21:12:47,429 - GameLogger - INFO - 프로빈스 392 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,431 - GameLogger - INFO - 프로빈스 393 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,433 - GameLogger - INFO - 프로빈스 394 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,434 - GameLogger - INFO - 프로빈스 395 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,436 - GameLogger - INFO - 프로빈스 396 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,438 - GameLogger - INFO - 프로빈스 397 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,440 - GameLogger - INFO - 프로빈스 398 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,441 - GameLogger - INFO - 프로빈스 399 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,442 - GameLogger - INFO - 프로빈스 400 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,444 - GameLogger - INFO - 프로빈스 401 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,446 - GameLogger - INFO - 프로빈스 402 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,448 - GameLogger - INFO - 프로빈스 403 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,450 - GameLogger - INFO - 프로빈스 404 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,452 - GameLogger - INFO - 프로빈스 405 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,454 - GameLogger - INFO - 프로빈스 406 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,455 - GameLogger - INFO - 프로빈스 407 생성: 타일 21개, 인구 71,000, GDP 130,399
2025-05-30 21:12:47,457 - GameLogger - INFO - 프로빈스 408 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,458 - GameLogger - INFO - 프로빈스 409 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,460 - GameLogger - INFO - 프로빈스 410 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,462 - GameLogger - INFO - 프로빈스 411 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,464 - GameLogger - INFO - 프로빈스 412 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,465 - GameLogger - INFO - 프로빈스 413 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,466 - GameLogger - INFO - 프로빈스 414 생성: 타일 13개, 인구 63,000, GDP 111,200
2025-05-30 21:12:47,469 - GameLogger - INFO - 프로빈스 415 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,470 - GameLogger - INFO - 프로빈스 416 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,472 - GameLogger - INFO - 프로빈스 417 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,473 - GameLogger - INFO - 프로빈스 418 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,476 - GameLogger - INFO - 프로빈스 419 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,476 - GameLogger - INFO - 프로빈스 420 생성: 타일 4개, 인구 54,000, GDP 89,600
2025-05-30 21:12:47,478 - GameLogger - INFO - 프로빈스 421 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,480 - GameLogger - INFO - 프로빈스 422 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,482 - GameLogger - INFO - 프로빈스 423 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,483 - GameLogger - INFO - 프로빈스 424 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,485 - GameLogger - INFO - 프로빈스 425 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,487 - GameLogger - INFO - 프로빈스 426 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,489 - GameLogger - INFO - 프로빈스 427 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,490 - GameLogger - INFO - 프로빈스 428 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,492 - GameLogger - INFO - 프로빈스 429 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,494 - GameLogger - INFO - 프로빈스 430 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,496 - GameLogger - INFO - 프로빈스 431 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,498 - GameLogger - INFO - 프로빈스 432 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,498 - GameLogger - INFO - 프로빈스 433 생성: 타일 28개, 인구 78,000, GDP 147,200
2025-05-30 21:12:47,499 - GameLogger - INFO - 프로빈스 434 생성: 타일 4개, 인구 54,000, GDP 89,600
2025-05-30 21:12:47,501 - GameLogger - INFO - 프로빈스 435 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,503 - GameLogger - INFO - 프로빈스 436 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,505 - GameLogger - INFO - 프로빈스 437 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,506 - GameLogger - INFO - 프로빈스 438 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,507 - GameLogger - INFO - 프로빈스 439 생성: 타일 8개, 인구 57,999, GDP 99,200
2025-05-30 21:12:47,509 - GameLogger - INFO - 프로빈스 440 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,510 - GameLogger - INFO - 프로빈스 441 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,512 - GameLogger - INFO - 프로빈스 442 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,514 - GameLogger - INFO - 프로빈스 443 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,515 - GameLogger - INFO - 프로빈스 444 생성: 타일 2개, 인구 52,000, GDP 84,800
2025-05-30 21:12:47,516 - GameLogger - INFO - 프로빈스 445 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,518 - GameLogger - INFO - 프로빈스 446 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,520 - GameLogger - INFO - 프로빈스 447 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,521 - GameLogger - INFO - 프로빈스 448 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,524 - GameLogger - INFO - 프로빈스 449 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,526 - GameLogger - INFO - 프로빈스 450 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,526 - GameLogger - INFO - 프로빈스 451 생성: 타일 6개, 인구 56,000, GDP 94,400
2025-05-30 21:12:47,528 - GameLogger - INFO - 프로빈스 452 생성: 타일 200개, 인구 250,000, GDP 560,000
2025-05-30 21:12:47,530 - GameLogger - INFO - 프로빈스 453 생성: 타일 200개, 인구 250,000, GDP 560,000
